subject_id,Parabacteroides_unclassified,Atopobium_parvulum,Ruminococcus_obeum,Acidaminococcus_unclassified,Ruminococcus_gnavus,Megasphaera_unclassified,Eubacterium_rectale,Bacteroides_vulgatus,Clostridium_hathewayi,Odoribacter_laneus,Peptostreptococcus_unclassified,Faecalibacterium_prausnitzii,Bacillus_subtilis,Alistipes_shahii,Ruminococcus_torques,Clostridium_leptum,Lachnospiraceae_bacterium_2_1_58FAA,Streptococcus_constellatus,Desulfovibrio_desulfuricans,Bacteroides_ovatus,Burkholderiales_bacterium_1_1_47,Acidaminococcus_fermentans,Granulicatella_unclassified,Escherichia_unclassified,Bifidobacterium_adolescentis,Megasphaera_elsdenii,Clostridium_innocuum,Megasphaera_micronuciformis,Eubacterium_ventriosum,Holdemania_filiformis,Turicibacter_sanguinis,Lachnospiraceae_bacterium_9_1_43BFAA,Parabacteroides_goldsteinii,Dorea_formicigenerans,Streptococcus_intermedius,Turicibacter_unclassified,Actinomyces_odontolyticus,Alistipes_putredinis,Parasutterella_excrementihominis,Lachnospiraceae_bacterium_8_1_57FAA,Lactobacillus_salivarius,Granulicatella_adiacens,Roseburia_inulinivorans,Lachnospiraceae_bacterium_3_1_46FAA,Rothia_dentocariosa,Bifidobacterium_dentium,Megamonas_hypermegale,Adlercreutzia_equolifaciens,Alistipes_indistinctus,Bacteroides_cellulosilyticus,Odoribacter_splanchnicus,Eubacterium_ramulus,Eubacterium_cylindroides,Roseburia_hominis,Bacteroides_uniformis,Clostridium_clostridioforme,Alistipes_unclassified,Streptococcus_mutans,Fusobacterium_nucleatum,Oscillibacter_unclassified,Pseudoflavonifractor_capillosus,Clostridium_scindens,Gemella_unclassified,Eggerthella_lenta,Clostridium_asparagiforme,Bacteroides_nordii,Eggerthella_unclassified,Coprobacter_fastidiosus,Paraprevotella_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Coprobacillus_unclassified,Blautia_hydrogenotrophica,Erysipelotrichaceae_bacterium_6_1_45,Flavonifractor_plautii,Alistipes_senegalensis,Clostridiaceae_bacterium_JC118,Ruminococcus_lactaris,Bifidobacterium_pseudocatenulatum,Barnesiella_intestinihominis,Lachnospiraceae_bacterium_5_1_63FAA,Ruminococcus_bromii,Bacteroides_finegoldii,Gemella_morbillorum,Bacteroides_fragilis,Ruminococcus_callidus,Odoribacter_unclassified,Lachnospiraceae_bacterium_5_1_57FAA,Eubacterium_sp_3_1_31,Megamonas_unclassified,Ruminococcus_sp_5_1_39BFAA,Parvimonas_unclassified,Enterobacter_cloacae,Bilophila_unclassified,Streptococcus_vestibularis,Haemophilus_parainfluenzae,Acidaminococcus_intestini,Fusobacterium_mortiferum,Rothia_mucilaginosa,Clostridium_symbiosum,Lachnospiraceae_bacterium_7_1_58FAA,Bifidobacterium_breve,Klebsiella_pneumoniae,Bacteroides_coprocola,Streptococcus_parasanguinis,Klebsiella_oxytoca,Alistipes_finegoldii,Parabacteroides_merdae,Megamonas_funiformis,Akkermansia_muciniphila,Paraprevotella_xylaniphila,Bacteroides_salyersiae,Erysipelotrichaceae_bacterium_2_2_44A,Parabacteroides_johnsonii,Eubacterium_hallii,Veillonella_dispar,Eubacterium_siraeum,Bacteroides_faecis,Bacteroides_dorei,Gemella_sanguinis,Dorea_unclassified,Collinsella_aerofaciens,Roseburia_intestinalis,Subdoligranulum_sp_4_3_54A2FAA,Streptococcus_thermophilus,Bacteroides_plebeius,Bifidobacterium_bifidum,Clostridium_bolteae,Clostridium_nexile,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Bifidobacterium_longum,Megamonas_rupellensis,Streptococcus_infantis,Mitsuokella_multacida,Clostridium_bartlettii,Dialister_invisus,Prevotella_stercorea,Bacteroides_massiliensis,Erysipelotrichaceae_bacterium_21_3,Gemella_haemolysans,Subdoligranulum_unclassified,Streptococcus_salivarius,Paraprevotella_clara,Streptococcus_anginosus,Bacteroides_xylanisolvens,Eubacterium_eligens,Veillonella_parvula,Citrobacter_freundii,Bacteroides_stercoris,Lachnospiraceae_bacterium_1_4_56FAA,Bacteroidales_bacterium_ph8,Coprococcus_comes,Olsenella_unclassified,Streptococcus_gordonii,Peptostreptococcaceae_noname_unclassified,Dorea_longicatena,Bacteroides_caccae,Anaerotruncus_colihominis,Ruminococcaceae_bacterium_D16,Streptococcus_mitis_oralis_pneumoniae,Anaerotruncus_unclassified,Catenibacterium_mitsuokai,Clostridiales_bacterium_1_7_47FAA,Anaerostipes_unclassified,Sutterella_wadsworthensis,Eubacterium_brachy,Fusobacterium_ulcerans,Bacteroides_clarus,Desulfovibrio_piger,Streptococcus_sanguinis,Phascolarctobacterium_succinatutens,Streptococcus_australis,Veillonella_atypica,Peptostreptococcus_stomatis,Solobacterium_moorei,Bilophila_wadsworthia,Streptococcus_cristatus,Bacteroides_thetaiotaomicron,Alistipes_onderdonkii,Klebsiella_unclassified,Anaerostipes_hadrus,Bacteroides_eggerthii,Blautia_producta,Prevotella_copri,Clostridium_citroniae,Veillonella_unclassified,Parabacteroides_distasonis,Eubacterium_biforme,Methanobrevibacter_smithii,Oribacterium_sinus,Coprococcus_catus,Bifidobacterium_animalis,Holdemania_unclassified,Clostridium_ramosum,Gordonibacter_pamelaeae,Parvimonas_micra,Roseburia_unclassified,Anaerostipes_caccae,Escherichia_coli,Brachyspira_unclassified,Butyricicoccus_pullicaecorum,Bacteroides_intestinalis,CRC
11035,0.0,0.0,0.4749,0.0,0.0705,0.0,1.87943,0.0,0.0,2.08827,0.0,2.97529,0.0,0.31707,0.35175,0.01628,0.02046,0.0,0.0,0.40692,0.01122,0.0,0.0,0.59761,0.0,0.0,0.0,0.0,0.14132,0.09591,0.0,0.0,0.0,0.11228,0.0,0.0,0.0,4.70614,0.02266,0.0,0.0,0.0,2.65083,0.00391,0.0,0.0,0.0,0.10627,0.53668,0.0,1.17611,0.0,0.01911,0.30518,4.15586,0.0,0.0,0.0,0.0,2.13432,0.23886,0.0,0.0,0.0,0.0522,0.0,0.0,0.25557,2.39945,0.0,0.0,0.0,0.0,0.04474,0.05223,0.00323,2.39733,1.64533,2.47568,0.06441,1.01702,0.0,0.0,2.45266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1424,0.0,0.0,0.0,0.0,0.0,0.0,0.13001,0.0,0.0,0.0,0.0,0.0,1.07726,0.0,0.0,3.09431,1.00733,0.0,0.0,4.60869,0.0,0.0,2.38702,0.0,0.0,0.0,0.0,0.06305,0.22304,0.0,0.16735,3.4648,0.0,0.84651,0.0,0.0,1.3041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00492,0.0,17.80106,0.00462,0.0,0.0,0.00118,1.79362,0.0,0.0,6.57135,0.004,0.49042,0.0,0.0,0.0,0.0,0.17722,1.68552,0.14778,0.00342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08022,0.0,2.00606,7.21265,0.0,0.02241,0.0,0.0,0.0,0.02434,0.0,0.0,0.0,0.1089,0.0,0.16073,0.0,0.0,0.0,0.01711,0.0,0.0,0.0,2.15895,0.0,0.0,0.4462,0
11049,0.0,0.0,0.06757,0.0,0.07738,0.0,4.33916,0.0,0.01929,0.0,0.0,3.56487,0.0,0.0,0.18927,0.16572,0.0,0.0,0.0,0.21544,0.0,0.0,0.0,0.00179,0.0,0.0,0.0,0.0,0.27516,0.0,0.0,0.0,0.0,0.11749,0.0,0.0,0.0,5.02424,0.0,0.18955,0.0,0.0,1.17736,0.09395,0.0,0.0,0.0,0.0,0.0,0.0,0.56139,0.00157,0.0,1.41574,3.47937,0.0,0.0,0.0,0.0,1.7795,0.05995,0.0,0.0,0.05611,0.06374,0.0,0.14417,0.66601,0.0,0.0,0.0,0.0,0.0,0.02281,0.04136,0.0,0.0,0.0,1.596,0.10939,0.93242,0.0,0.0,0.53388,0.02854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01903,0.0,0.0,0.0,0.0,0.0,0.0,0.04498,0.0,0.0,0.0,0.0207,0.0,0.83096,2.85872,0.0,0.04673,0.0,0.0,0.0,0.0,0.08179,0.0,0.0,0.01648,13.08579,0.0,0.0,0.61627,0.0,0.0,0.0,0.0,0.0,0.0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29257,0.0,0.0,0.0,0.0,6.73016,0.03377,0.0,0.0,0.01081,0.17237,0.0,0.0,6.69937,0.0,0.0,0.14235,0.0,0.0,0.0,0.14153,0.0,0.0,0.41055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72909,0.0,0.0,0.0,0.0,0.0,39.74763,0.0295,0.01698,0.0,0.0,0.0,0.0,0.0,0.0,0.04636,0.0,0.00827,0.0,0.0,0.0,0.10113,0.0,0.0,0.0,0
11057,0.0,0.0,0.61873,0.0,0.24884,0.0,0.0,0.75651,0.0174,0.0,0.0,2.74546,0.0,2.97296,0.38544,0.28716,0.0,0.0,0.11215,0.9477,0.0,0.0,0.0,0.03133,4.4041,0.0,0.0,0.0,0.02619,0.05861,0.00463,0.0,0.0,0.21629,0.0,0.01514,0.0,7.61394,0.00162,0.0,0.0,0.0,0.33652,0.04493,0.0,0.1288,0.0,0.28235,0.40899,0.0,0.58171,0.0,0.0,0.03193,2.19547,0.0,0.0,0.0,0.0,0.60621,0.01789,0.0,0.0,0.0,0.01193,0.0,0.02661,0.01481,0.33128,0.0,0.00075,0.0,0.0,0.0298,0.0535,0.0,0.0,0.0,10.19025,0.01418,0.0,0.0,0.0,0.67591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01833,1.08444,0.0,0.0,0.0,0.0,0.00139,0.0,0.38325,0.0,0.0,0.0,0.11385,0.0,0.32948,1.7445,0.0,9.75791,0.30002,0.0,0.0074,0.0,0.0,0.0,6.65032,0.0,2.62634,0.0,0.08666,0.95529,0.0,0.64929,0.03061,3.05634,3.88962,0.26681,0.16376,0.11746,1.21472,0.0,0.0,0.0,0.01813,0.0,0.0,4.32589,0.0,0.0,18.80017,0.09576,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.00761,0.52173,0.0,0.0,0.0,0.0,0.12966,0.0,0.00522,0.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00404,0.02673,0.0,0.2406,0.00931,0.0,0.001,0.0,0.0,1.59224,0.00072,0.0,0.32109,0.0,0.0,0.0,0.4741,0.0,0.05997,0.0,0.0,0.0,0.0,0.0,1.1346,0.0,0.0,0.0,0
11062,0.0,0.0005,0.09318,0.0,3.10879,0.0,0.1237,2.61673,0.0,0.0,0.0,0.74807,0.0,0.01433,0.0922,0.0,0.0,0.0,0.0,0.05502,0.0,0.0,0.0105,0.00635,0.72443,0.0,0.0,0.001,0.0,0.0,0.00032,0.02349,0.0,0.0,0.0,0.00898,0.01911,0.0,0.0,0.07838,0.0,0.0,0.0,0.0,0.00244,0.0,0.20038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678,0.0,0.00749,0.0,0.0,0.0,0.0,0.0,0.00117,0.0,0.0,0.0,0.03438,0.012,0.0,0.0,0.0,0.0,0.0,0.3046,0.0,0.0,0.0,0.22194,0.00051,0.01366,0.0,0.45639,0.0,0.0,0.0,0.00686,0.00486,0.0,14.68262,0.0,0.0,0.0,0.0633,0.0,0.75617,0.0,0.90933,0.01192,0.00874,0.06247,0.0,0.0,29.12954,0.12254,0.0,0.00193,0.92001,2.81149,0.0,0.0,0.0,0.0,0.00026,0.01673,0.01132,0.0,0.0,0.06629,0.0,0.0,0.97417,0.0,0.0,0.0,17.36388,0.0,1.77805,0.54564,0.0,0.81796,0.0,0.00793,0.0,0.0,0.0,8.33457,0.0,0.0,0.0,0.43705,0.08089,0.0,0.0,0.02979,0.0,0.02688,0.0,1.09682,0.43788,0.0,0.0,0.0,0.0,0.0,0.0,0.4744,0.0,0.0,0.00684,0.0,0.0,0.0,0.0,0.0,0.00186,0.0,0.0,0.0,0.0,0.0,0.0424,0.02335,0.0,0.0,0.0,0.0,0.03892,0.03039,0.0,0.0473,0.58838,0.0,0.0,0.0,0.05665,5.15524,0.0,0.0,0.00293,0.0,0.0,0.0,0.0,0.0,0.0,0.01884,0.0,0.00305,0.0,0.34658,0.0,0
11106,1.07718,0.0,0.00108,0.0,0.44116,0.0,0.0,6.07288,0.00146,0.0,0.0,4.86358,0.0,0.0,0.81342,0.00475,0.01192,0.0,0.0,0.26366,0.17337,0.0,0.0,0.00819,0.0,0.0,0.0,0.0,0.0,0.00379,0.0,0.0,0.0,0.07915,0.0,0.0,0.00721,0.0,0.40481,0.0,0.0,0.0,41.16088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14781,0.00224,0.0,0.0,0.0,0.32842,0.0,0.0,0.0,0.00035,0.0,0.0,0.00171,0.0,0.0,0.87797,0.01759,0.0,0.0,0.03793,0.0,0.0,0.0,2.56712,0.0,0.02631,0.0,0.0,0.0,0.3073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05903,0.0,0.16927,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02147,0.00087,0.0,0.0,1.60129,0.0,0.01031,2.99653,0.0,0.0,0.0,0.0,0.0,0.00731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02104,0.0,0.0,0.12261,0.0,0.01846,0.0,15.39829,0.0,0.0,0.0,0.00077,0.0,0.31223,0.25421,3.18085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58042,0.0,0.0,0.0,0.0,0.00042,0.0,0.13133,0.0,0.00345,0.01038,0.0,0.0,0.0,0.00587,0.06774,1.11829,0.0,0.0,0.0,0.0,0.0,0.00034,0.0,0.0,0.0,0.0,0.0,0.00387,0.64373,0.30378,0.0,0
11124,0.0,0.0,0.14918,0.0,0.05307,0.0,2.73567,2.89031,0.01872,0.0,0.0,1.44526,0.00983,0.05804,0.59813,0.09464,0.00052,0.0,0.0,8.11911,0.0,0.0,0.00218,0.01409,0.28708,0.0,0.0,0.0,0.95466,0.0,0.0,0.0,0.0,0.17689,0.0,0.0,0.0,5.42921,0.0,0.0,0.0,0.0,0.28156,0.0,0.0,0.0,0.0,0.03139,0.0,1.54457,0.76407,0.00585,0.0,0.12255,0.77859,0.0,0.0,0.0,0.0,2.62065,0.04173,0.0,0.0,0.02228,0.13828,0.0,0.04102,0.40031,0.0,0.08454,0.00951,0.0,0.0,0.05499,0.0,0.0035,0.91156,0.56093,4.41889,0.00082,1.15514,4.1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367,0.0,0.0,1.14248,0.0,0.42938,0.0,0.0,0.00504,0.04477,0.4828,0.0,0.0,0.0,0.0044,0.0,0.0891,5.46756,0.0,0.0,0.0,0.0,0.00067,0.0,0.02925,0.0,0.0,0.0,0.43461,0.0,0.0,0.22849,0.0,0.50799,0.0,0.0,0.0,0.23037,0.0,0.0,0.4581,0.0,0.01015,0.0,0.0,0.0,0.0,9.4194,0.0,0.0,12.01011,0.11965,0.0,0.0,0.00306,3.00439,0.01665,0.0,0.01917,0.00333,0.15095,0.0,0.0,0.01286,0.0,0.02302,0.95567,0.0,0.00116,0.0,0.0,0.0,0.0,0.0,2.83638,0.0,0.0,0.98038,0.0,0.0107,3.73174,0.23888,0.0,0.0,0.0,0.41913,0.0,1.37103,7.04597,0.00558,0.03754,0.0,0.0,0.0,0.11143,0.08352,5.52516,0.08765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21244,0.0,0.0,0.0,0
11159,1.71092,0.00368,0.0,0.0,0.77508,0.0,0.0,10.47165,0.18038,0.0,0.0,0.0,0.0,0.14086,0.683,0.0,0.00321,0.0,0.0,0.13739,0.0,0.0,0.0,6.30636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00611,0.0,0.0,0.0,0.0,0.0,0.03006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55404,0.0,0.0,0.0,1.03089,1.42269,0.22052,0.0,0.0,0.0,0.0,0.0,0.0,0.01173,0.0,0.0,0.01127,0.84781,0.0,0.0,0.16903,0.0,0.0,0.72115,0.0,0.0,0.0,0.0,1.93436,0.0,0.0,0.0,0.0,9.31727,0.0,0.0,0.04211,0.0,3.44835,0.0,0.0,0.0,1.60297,0.0,0.0,0.0,0.0,0.0,1.74946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73102,0.02204,0.0,0.0,0.0,4.40596,0.0,0.0,0.067,0.80079,0.0,0.00489,0.0,0.0,4.55494,0.00407,0.0,0.14537,0.32782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04023,0.0,0.0,0.0,0.3841,0.0,0.0,0.0,0.0,0.0,0.02464,0.16954,0.0,0.0,0.0,0.0,0.0,0.02783,0.0,0.0,0.0,0.0,0.02201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18241,0.0,9.23289,0.44286,0.0,0.0,0.0,0.0,0.0,0.12396,0.02435,3.92281,0.02374,0.0,0.0,0.0,0.0,0.0,0.02657,0.0,0.0,0.0,0.0,25.17194,0.0,0.0,0.0,0
11170,0.0,0.0,0.00045,4.91618,1.28226,0.0,0.0,0.0,0.11597,0.0,0.0,3.70761,0.0,0.0,0.06121,1.7035,0.00223,0.0,0.0,0.0,0.01292,0.0,0.0,0.34176,3.12867,0.0,0.0,0.00616,0.0,0.0,0.0,0.0,0.0,0.6973,0.0,0.0,0.0,0.0,0.69164,0.0,0.0,0.0,0.61426,0.0,0.0,0.01662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32212,0.12159,0.0236,0.0,0.0,1.42511,0.07115,0.00321,0.0,0.1334,0.0,0.0,0.36622,0.0,0.0,0.00727,0.04302,0.0,0.0,0.34633,0.0,0.0,0.0,0.66941,0.0,0.00489,0.0,0.0,0.0,11.36587,0.0,0.0,0.08034,0.14897,0.0,0.0,0.0,0.08645,0.73074,0.01208,0.39996,0.0,0.0,0.01185,0.21701,0.0,0.6312,0.72299,0.0,0.03474,0.00899,0.0,0.0,0.0,0.0,0.0,0.0,0.00722,0.0,0.0,0.01026,0.0,0.0,0.29211,0.0,0.0,0.0,0.0,0.0,0.15593,0.0,2.45023,0.10664,0.30713,0.01815,7.51737,0.0,0.0,0.0,0.02817,0.16825,0.0,0.0,0.04083,0.0,2.0494,0.1781,0.0,0.0,0.0,11.01726,1.53173,0.01584,0.0,0.17784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199,0.00463,0.0,0.0,0.0,0.076,0.13121,0.0,0.0,0.01324,0.0,0.0,0.00142,0.0,0.13603,0.00836,0.0,0.0,0.06491,0.0,0.0,0.11828,0.0,0.00037,0.0,0.03631,0.0,0.0,3.62277,0.0,0.0,0.0,0.0,0.0,0.3103,0.0,0.01139,0.00465,0.0,0.0,0.00789,0.59689,0.0,0.16279,0.0,0
11210,0.0,0.0,0.57495,0.0,0.0271,0.0,0.0,7.77662,0.02558,0.0,0.0,15.46292,0.0,1.87897,1.96989,0.00488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02386,0.0,0.0,0.0,0.0,0.14226,0.0,0.0,0.0,0.0036,0.61422,0.0,0.0,0.0,6.14567,0.0,0.0,0.0,0.0,0.11557,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,0.37659,0.11376,0.0,0.05748,6.02181,0.0,0.0,0.0,0.0,0.75054,0.00629,0.0,0.0,0.0,0.02863,0.0,0.17167,0.0,1.92903,2.0841,0.0,0.0,0.02595,0.0044,0.1426,0.0034,0.0,0.05568,4.22349,0.02416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518,0.0,0.0,0.62545,0.0,0.0,0.0,0.0,0.0,0.03908,0.04597,0.0,0.0,0.0,0.03665,0.0,0.11938,2.01699,0.0,0.0,0.33201,2.59205,0.00265,0.0,0.14336,0.0,0.0,0.0,0.79708,0.0,0.0,0.30294,0.82053,0.0,0.0,5.73018,0.0,0.06996,0.04623,0.0004,0.06746,0.0,0.0,0.0,0.0,0.0,0.0,3.15552,0.0,0.0,9.48306,0.18113,0.833,0.0,0.47019,6.55263,0.0,0.0,6.61979,0.0,0.49257,0.32463,0.0,0.0,0.0,0.03183,2.35551,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3154,0.04678,0.0,0.0,0.0,0.03785,0.0,0.38864,0.75845,0.0,0.0,0.0,0.0,0.0,0.04638,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.10796,0.0,0.00682,0.0,0.64493,0.0,0.0,0.0,0.0,0.0,0
11213,0.0,0.0,0.2748,0.0,0.03032,0.0,0.36435,0.48489,0.0,0.12233,0.0,5.33277,0.0,0.13129,1.92262,0.05002,0.0,0.0,0.00811,0.56116,0.0,0.0,0.0,0.0,0.19635,0.0,0.0,0.0,1.73493,0.0,0.0,0.0,0.01203,0.09479,0.0,0.0,0.0,3.05448,0.0,0.0,0.0,0.0,0.29749,2.53085,0.0,0.0,0.0,0.0,0.0,0.41234,0.79552,0.14314,0.0,0.80808,2.2015,0.0,0.0,0.0,0.0,0.23246,0.03516,0.0,0.0,0.0,0.02028,0.0,0.0,0.07127,1.16642,0.5371,0.0,0.0,0.0,0.00828,0.0,0.0,0.0,0.0,1.57453,0.00463,0.0,1.71265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32528,0.0,0.05377,0.0,0.0,0.00755,0.0,0.06361,0.0,0.0,3.80224,0.0183,0.0,0.00061,5.60899,0.0,0.0,0.11723,0.0,0.0,0.00574,0.03095,0.0,17.0807,0.0145,0.50732,0.0,0.0,0.42772,0.0,0.0,0.01702,0.28604,0.0,0.00665,0.0,0.0,0.16512,0.0,0.00881,0.0,0.0,0.0,0.0,5.32678,0.0,0.0,4.72127,0.19534,0.65618,0.0,0.00186,1.3574,0.0,0.0,0.29405,0.0,0.11616,0.12085,0.0,0.0,0.0,0.05605,0.45323,0.0,0.00252,0.0,0.0,0.0,0.0,0.0,1.5756,0.0,0.0,0.0,0.0,0.00064,0.0,0.08584,0.0,0.0,0.0,0.0,0.0,0.20995,0.66582,0.0,0.0,0.0,0.0,26.27824,0.0,0.00935,1.33602,0.60443,0.10649,0.0,0.06436,0.0,0.01093,0.0,0.0,0.0,0.0,0.0,0.1054,0.00651,0.0,0.05184,0
11223,0.0,0.00552,0.45182,6.18965,0.0,7.59966,10.85544,0.00091,0.0056,0.0,0.0,7.85525,0.01106,0.0,0.15555,0.07799,0.0,0.0,0.0,0.30286,0.03904,0.0,0.0,0.0,9.02205,0.15667,0.0,0.0,0.46677,0.01223,0.0,0.0,0.0,0.23892,0.0,0.0,0.0013,4.89825,0.04544,0.01603,0.00854,0.0,0.22302,0.01616,0.0,0.0,0.0,0.04795,0.0,0.0,0.25002,0.17172,0.0,0.04199,2.51406,0.00252,0.0,0.05093,0.0,0.87172,0.03536,0.0,0.0,0.0,0.00085,0.0,0.0,0.04495,0.0,0.0,0.0,0.0,0.0,0.00878,0.0,0.0,0.0,0.52914,2.10947,0.0124,0.0,0.84959,0.0,0.13359,0.0,0.0,0.0,0.0,0.0,0.416,0.0,0.0,0.28192,0.15917,0.0,0.0,0.0,0.0003,0.0,0.0174,0.0,0.0,0.0,0.12432,0.0,0.0,4.02862,0.0,0.48852,0.0,0.0,0.0,0.0,0.11776,0.0,0.05156,0.0,12.55099,0.0,0.0,0.42429,0.01341,0.0,0.0,0.0,1.07608,0.00259,0.0,0.0,1.33811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00482,0.0,6.4525,1.44114,0.0,0.0,0.33014,0.0,0.00038,0.0,6.27108,0.0,0.45002,0.0,0.0,0.0,0.0,0.09277,0.08169,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,1.12229,0.0,0.0,0.0,0.32712,0.0,0.0,0.0,0.00458,0.0,0.0,0.02228,0.0,0.68576,0.0,0.0,0.03753,2.92476,0.0,0.0,0.00128,0.01822,0.00176,2.25692,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.00035,0.0,0.0,0
11226,0.0,0.0,0.15465,0.14164,0.0,0.0,0.16494,3.36707,0.01608,0.0,0.0,1.60665,0.0,0.37172,0.61962,0.00475,0.0,0.0,0.0,2.16402,0.0,0.0,0.00392,0.0,0.0,0.0,0.0,0.0,0.0,0.01894,0.0,0.0,0.0,0.05389,0.0,0.0,0.0,5.9446,0.0,0.0,0.0,0.0,2.87249,0.00619,0.0,0.0,0.0,0.0,0.0,0.0,1.15245,0.0,0.0,0.02995,22.32665,0.0,0.0,0.0,0.0,3.13976,0.02177,0.0,0.0,0.01783,0.71709,0.0,0.12548,0.09153,0.0,0.0,0.0,0.0,0.0,0.06725,0.0,0.0,2.60893,0.0,8.14252,0.00688,0.08613,0.56399,0.0,0.44775,0.03516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12426,0.0,0.0,0.0,0.39306,0.29558,0.0,0.0,0.0,0.02885,0.0,0.03523,3.46286,0.0,8.48246,0.0,0.0,0.0,0.0,0.00823,0.00311,0.0,0.0,0.0,0.0,0.0,0.0,0.02584,0.58641,0.12268,0.0,0.0,0.02965,0.0,0.04824,0.01167,0.0,0.0,0.0,0.00838,0.0,0.0,0.0,0.0,0.0,5.78152,0.1408,0.0,0.0,0.06423,1.59482,0.09082,0.0,8.79298,0.0,0.0,0.0,0.0,0.0,0.0,0.03641,0.0,0.10272,0.00283,0.0,0.02017,0.0,0.00295,0.0,0.0,0.0,0.0,0.0,0.0,0.00561,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,2.85592,5.51983,0.0,0.05935,0.0,0.0,0.0,0.0063,0.103,0.0,0.0,0.0,0.0,0.12768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06509,0.0,0.0,0.0,0
